"type","pattern","sample","training","num_bits","lures","bit_flips"
"16","1010110110011011",FALSE,FALSE,10,"1010101110001111",4
"16","1010110110011011",FALSE,FALSE,10,"0100110110010111",5
"16","1010110110011011",FALSE,FALSE,10,"1000010110010101",5
"16","1010110110011011",FALSE,FALSE,10,"0011111110001001",5
"16","1010110110101101",FALSE,FALSE,10,"1010110110100101",1
"16","1010110110101101",FALSE,FALSE,10,"1010110110101100",1
"16","1010110110101101",FALSE,FALSE,10,"1011110110101101",1
"16","1010110110101101",FALSE,FALSE,10,"1010100110111101",2
"16","1010110110101101",FALSE,FALSE,10,"1000110110100101",2
"16","1010110110101101",FALSE,FALSE,10,"1011110110101100",2
"16","1010110110101101",FALSE,FALSE,10,"1000110110100001",3
"16","1010110110101101",FALSE,FALSE,10,"1011100110001101",3
"16","1010110110101101",FALSE,FALSE,10,"0010110010101100",3
"16","1010110110101101",FALSE,FALSE,10,"1000110110100011",4
"16","1010110110101101",FALSE,FALSE,10,"0011110110001100",4
"16","1010110110101101",FALSE,FALSE,10,"1010101110111001",4
"16","1010110110101101",FALSE,FALSE,10,"0100110110100001",5
"16","1010110110101101",FALSE,FALSE,10,"1000010110100011",5
"16","1010110110101101",FALSE,FALSE,10,"0011111110111111",5
"16","1010110111101000",FALSE,FALSE,9,"1010110111100000",1
"16","1010110111101000",FALSE,FALSE,9,"1010110111101001",1
"16","1010110111101000",FALSE,FALSE,9,"1011110111101000",1
"16","1010110111101000",FALSE,FALSE,9,"1010100111111000",2
"16","1010110111101000",FALSE,FALSE,9,"1000110111100000",2
"16","1010110111101000",FALSE,FALSE,9,"1011110111101001",2
"16","1010110111101000",FALSE,FALSE,9,"1000110111100100",3
"16","1010110111101000",FALSE,FALSE,9,"1011100111001000",3
"16","1010110111101000",FALSE,FALSE,9,"0010110011101001",3
"16","1010110111101000",FALSE,FALSE,9,"1000110111100110",4
"16","1010110111101000",FALSE,FALSE,9,"0011110111001001",4
"16","1010110111101000",FALSE,FALSE,9,"1010101111111100",4
"16","1010110111101000",FALSE,FALSE,9,"0100110111100100",5
"16","1010110111101000",FALSE,FALSE,9,"1000010111100110",5
"16","1010110111101000",FALSE,FALSE,9,"0011111111111010",5
"16","1010111010101010",FALSE,FALSE,9,"1010111010100010",1
"16","1010111010101010",FALSE,FALSE,9,"1010111010101011",1
"16","1010111010101010",FALSE,FALSE,9,"1011111010101010",1
"16","1010111010101010",FALSE,FALSE,9,"1010101010111010",2
"16","1010111010101010",FALSE,FALSE,9,"1000111010100010",2
"16","1010111010101010",FALSE,FALSE,9,"1011111010101011",2
"16","1010111010101010",FALSE,FALSE,9,"1000111010100110",3
"16","1010111010101010",FALSE,FALSE,9,"1011101010001010",3
"16","1010111010101010",FALSE,FALSE,9,"0010111110101011",3
"16","1010111010101010",FALSE,FALSE,9,"1000111010100100",4
"16","1010111010101010",FALSE,FALSE,9,"0011111010001011",4
"16","1010111010101010",FALSE,FALSE,9,"1010100010111110",4
"16","1010111010101010",FALSE,FALSE,9,"0100111010100110",5
"16","1010111010101010",FALSE,FALSE,9,"1000011010100100",5
"16","1010111010101010",FALSE,FALSE,9,"0011110010111000",5
"16","1010111010101011",FALSE,FALSE,10,"1010111010100011",1
"16","1010111010101011",FALSE,FALSE,10,"1010111010101010",1
"16","1010111010101011",FALSE,FALSE,10,"1011111010101011",1
"16","1010111010101011",FALSE,FALSE,10,"1010101010111011",2
"16","1010111010101011",FALSE,FALSE,10,"1000111010100011",2
"16","1010111010101011",FALSE,FALSE,10,"1011111010101010",2
"16","1010111010101011",FALSE,FALSE,10,"1000111010100111",3
"16","1010111010101011",FALSE,FALSE,10,"1011101010001011",3
"16","1010111010101011",FALSE,FALSE,10,"0010111110101010",3
"16","1010111010101011",FALSE,FALSE,10,"1000111010100101",4
"16","1010111010101011",FALSE,FALSE,10,"0011111010001010",4
"16","1010111010101011",FALSE,FALSE,10,"1010100010111111",4
"16","1010111010101011",FALSE,FALSE,10,"0100111010100111",5
"16","1010111010101011",FALSE,FALSE,10,"1000011010100101",5
"16","1010111010101011",FALSE,FALSE,10,"0011110010111001",5
"16","1010111010101110",FALSE,FALSE,10,"1010111010100110",1
"16","1010111010101110",FALSE,FALSE,10,"1010111010101111",1
"16","1010111010101110",FALSE,FALSE,10,"1011111010101110",1
"16","1010111010101110",FALSE,FALSE,10,"1010101010111110",2
"16","1010111010101110",FALSE,FALSE,10,"1000111010100110",2
"16","1010111010101110",FALSE,FALSE,10,"1011111010101111",2
"16","1010111010101110",FALSE,FALSE,10,"1000111010100010",3
"16","1010111010101110",FALSE,FALSE,10,"1011101010001110",3
"16","1010111010101110",FALSE,FALSE,10,"0010111110101111",3
"16","1010111010101110",FALSE,FALSE,10,"1000111010100000",4
"16","1010111010101110",FALSE,FALSE,10,"0011111010001111",4
"16","1010111010101110",FALSE,FALSE,10,"1010100010111010",4
"16","1010111010101110",FALSE,FALSE,10,"0100111010100010",5
"16","1010111010101110",FALSE,FALSE,10,"1000011010100000",5
"16","1010111010101110",FALSE,FALSE,10,"0011110010111100",5
"16","1010111010101111",FALSE,FALSE,11,"1010111010100111",1
"16","1010111010101111",FALSE,FALSE,11,"1010111010101110",1
"16","1010111010101111",FALSE,FALSE,11,"1011111010101111",1
"16","1010111010101111",FALSE,FALSE,11,"1010101010111111",2
"16","1010111010101111",FALSE,FALSE,11,"1000111010100111",2
"16","1010111010101111",FALSE,FALSE,11,"1011111010101110",2
"16","1010111010101111",FALSE,FALSE,11,"1000111010100011",3
"16","1010111010101111",FALSE,FALSE,11,"1011101010001111",3
"16","1010111010101111",FALSE,FALSE,11,"0010111110101110",3
"16","1010111010101111",FALSE,FALSE,11,"1000111010100001",4
"16","1010111010101111",FALSE,FALSE,11,"0011111010001110",4
"16","1010111010101111",FALSE,FALSE,11,"1010100010111011",4
"16","1010111010101111",FALSE,FALSE,11,"0100111010100011",5
"16","1010111010101111",FALSE,FALSE,11,"1000011010100001",5
"16","1010111010101111",FALSE,FALSE,11,"0011110010111101",5
"16","1010111010111010",FALSE,FALSE,10,"1010111010110010",1
"16","1010111010111010",FALSE,FALSE,10,"1010111010111011",1
"16","1010111010111010",FALSE,FALSE,10,"1011111010111010",1
"16","1010111010111010",FALSE,FALSE,10,"1010101010101010",2
"16","1010111010111010",FALSE,FALSE,10,"1000111010110010",2
"16","1010111010111010",FALSE,FALSE,10,"1011111010111011",2
"16","1010111010111010",FALSE,FALSE,10,"1000111010110110",3
"16","1010111010111010",FALSE,FALSE,10,"1011101010011010",3
"16","1010111010111010",FALSE,FALSE,10,"0010111110111011",3
"16","1010111010111010",FALSE,FALSE,10,"1000111010110100",4
"16","1010111010111010",FALSE,FALSE,10,"0011111010011011",4
"16","1010111010111010",FALSE,FALSE,10,"1010100010101110",4
"16","1010111010111010",FALSE,FALSE,10,"0100111010110110",5
"16","1010111010111010",FALSE,FALSE,10,"1000011010110100",5
"16","1010111010111010",FALSE,FALSE,10,"0011110010101000",5
"16","1010111010111011",FALSE,FALSE,11,"1010111010110011",1
"16","1010111010111011",FALSE,FALSE,11,"1010111010111010",1
"16","1010111010111011",FALSE,FALSE,11,"1011111010111011",1
"16","1010111010111011",FALSE,FALSE,11,"1010101010101011",2
"16","1010111010111011",FALSE,FALSE,11,"1000111010110011",2
"16","1010111010111011",FALSE,FALSE,11,"1011111010111010",2
"16","1010111010111011",FALSE,FALSE,11,"1000111010110111",3
"16","1010111010111011",FALSE,FALSE,11,"1011101010011011",3
"16","1010111010111011",FALSE,FALSE,11,"0010111110111010",3
"16","1010111010111011",FALSE,FALSE,11,"1000111010110101",4
"16","1010111010111011",FALSE,FALSE,11,"0011111010011010",4
"16","1010111010111011",FALSE,FALSE,11,"1010100010101111",4
"16","1010111010111011",FALSE,FALSE,11,"0100111010110111",5
"16","1010111010111011",FALSE,FALSE,11,"1000011010110101",5
"16","1010111010111011",FALSE,FALSE,11,"0011110010101001",5
"16","1010111010111110",FALSE,FALSE,11,"1010111010110110",1
"16","1010111010111110",FALSE,FALSE,11,"1010111010111111",1
"16","1010111010111110",FALSE,FALSE,11,"1011111010111110",1
"16","1010111010111110",FALSE,FALSE,11,"1010101010101110",2
"16","1010111010111110",FALSE,FALSE,11,"1000111010110110",2
"16","1010111010111110",FALSE,FALSE,11,"1011111010111111",2
"16","1010111010111110",FALSE,FALSE,11,"1000111010110010",3
"16","1010111010111110",FALSE,FALSE,11,"1011101010011110",3
"16","1010111010111110",FALSE,FALSE,11,"0010111110111111",3
"16","1010111010111110",FALSE,FALSE,11,"1000111010110000",4
"16","1010111010111110",FALSE,FALSE,11,"0011111010011111",4
"16","1010111010111110",FALSE,FALSE,11,"1010100010101010",4
"16","1010111010111110",FALSE,FALSE,11,"0100111010110010",5
"16","1010111010111110",FALSE,FALSE,11,"1000011010110000",5
"16","1010111010111110",FALSE,FALSE,11,"0011110010101100",5
"16","1010111010111111",FALSE,FALSE,12,"1010111010110111",1
"16","1010111010111111",FALSE,FALSE,12,"1010111010111110",1
"16","1010111010111111",FALSE,FALSE,12,"1011111010111111",1
"16","1010111010111111",FALSE,FALSE,12,"1010101010101111",2
"16","1010111010111111",FALSE,FALSE,12,"1000111010110111",2
"16","1010111010111111",FALSE,FALSE,12,"1011111010111110",2
"16","1010111010111111",FALSE,FALSE,12,"1000111010110011",3
"16","1010111010111111",FALSE,FALSE,12,"1011101010011111",3
"16","1010111010111111",FALSE,FALSE,12,"0010111110111110",3
"16","1010111010111111",FALSE,FALSE,12,"1000111010110001",4
"16","1010111010111111",FALSE,FALSE,12,"0011111010011110",4
"16","1010111010111111",FALSE,FALSE,12,"1010100010101011",4
"16","1010111010111111",FALSE,FALSE,12,"0100111010110011",5
"16","1010111010111111",FALSE,FALSE,12,"1000011010110001",5
"16","1010111010111111",FALSE,FALSE,12,"0011110010101101",5
"16","1010111011101010",FALSE,FALSE,10,"1010111011100010",1
"16","1010111011101010",FALSE,FALSE,10,"1010111011101011",1
"16","1010111011101010",FALSE,FALSE,10,"1011111011101010",1
"16","1010111011101010",FALSE,FALSE,10,"1010101011111010",2
"16","1010111011101010",FALSE,FALSE,10,"1000111011100010",2
"16","1010111011101010",FALSE,FALSE,10,"1011111011101011",2
"16","1010111011101010",FALSE,FALSE,10,"1000111011100110",3
"16","1010111011101010",FALSE,FALSE,10,"1011101011001010",3
"16","1010111011101010",FALSE,FALSE,10,"0010111111101011",3
"16","1010111011101010",FALSE,FALSE,10,"1000111011100100",4
"16","1010111011101010",FALSE,FALSE,10,"0011111011001011",4
"16","1010111011101010",FALSE,FALSE,10,"1010100011111110",4
"16","1010111011101010",FALSE,FALSE,10,"0100111011100110",5
"16","1010111011101010",FALSE,FALSE,10,"1000011011100100",5
"16","1010111011101010",FALSE,FALSE,10,"0011110011111000",5
"16","1010111011101110",FALSE,FALSE,11,"1010111011100110",1
"16","1010111011101110",FALSE,FALSE,11,"1010111011101111",1
"16","1010111011101110",FALSE,FALSE,11,"1011111011101110",1
"16","1010111011101110",FALSE,FALSE,11,"1010101011111110",2
"16","1010111011101110",FALSE,FALSE,11,"1000111011100110",2
"16","1010111011101110",FALSE,FALSE,11,"1011111011101111",2
"16","1010111011101110",FALSE,FALSE,11,"1000111011100010",3
"16","1010111011101110",FALSE,FALSE,11,"1011101011001110",3
"16","1010111011101110",FALSE,FALSE,11,"0010111111101111",3
"16","1010111011101110",FALSE,FALSE,11,"1000111011100000",4
"16","1010111011101110",FALSE,FALSE,11,"0011111011001111",4
"16","1010111011101110",FALSE,FALSE,11,"1010100011111010",4
"16","1010111011101110",FALSE,FALSE,11,"0100111011100010",5
"16","1010111011101110",FALSE,FALSE,11,"1000011011100000",5
"16","1010111011101110",FALSE,FALSE,11,"0011110011111100",5
"16","1010111011111010",FALSE,FALSE,11,"1010111011110010",1
"16","1010111011111010",FALSE,FALSE,11,"1010111011111011",1
"16","1010111011111010",FALSE,FALSE,11,"1011111011111010",1
"16","1010111011111010",FALSE,FALSE,11,"1010101011101010",2
"16","1010111011111010",FALSE,FALSE,11,"1000111011110010",2
"16","1010111011111010",FALSE,FALSE,11,"1011111011111011",2
"16","1010111011111010",FALSE,FALSE,11,"1000111011110110",3
"16","1010111011111010",FALSE,FALSE,11,"1011101011011010",3
"16","1010111011111010",FALSE,FALSE,11,"0010111111111011",3
"16","1010111011111010",FALSE,FALSE,11,"1000111011110100",4
"16","1010111011111010",FALSE,FALSE,11,"0011111011011011",4
"16","1010111011111010",FALSE,FALSE,11,"1010100011101110",4
"16","1010111011111010",FALSE,FALSE,11,"0100111011110110",5
"16","1010111011111010",FALSE,FALSE,11,"1000011011110100",5
"16","1010111011111010",FALSE,FALSE,11,"0011110011101000",5
"16","1010111100101010",FALSE,FALSE,9,"1010111100100010",1
"16","1010111100101010",FALSE,FALSE,9,"1010111100101011",1
"16","1010111100101010",FALSE,FALSE,9,"1011111100101010",1
"16","1010111100101010",FALSE,FALSE,9,"1010101100111010",2
"16","1010111100101010",FALSE,FALSE,9,"1000111100100010",2
"16","1010111100101010",FALSE,FALSE,9,"1011111100101011",2
"16","1010111100101010",FALSE,FALSE,9,"1000111100100110",3
"16","1010111100101010",FALSE,FALSE,9,"1011101100001010",3
"16","1010111100101010",FALSE,FALSE,9,"0010111000101011",3
"16","1010111100101010",FALSE,FALSE,9,"1000111100100100",4
"16","1010111100101010",FALSE,FALSE,9,"0011111100001011",4
"16","1010111100101010",FALSE,FALSE,9,"1010100100111110",4
"16","1010111100101010",FALSE,FALSE,9,"0100111100100110",5
"16","1010111100101010",FALSE,FALSE,9,"1000011100100100",5
"16","1010111100101010",FALSE,FALSE,9,"0011110100111000",5
"16","1010111110101000",FALSE,FALSE,9,"1010111110100000",1
"16","1010111110101000",FALSE,FALSE,9,"1010111110101001",1
"16","1010111110101000",FALSE,FALSE,9,"1011111110101000",1
"16","1010111110101000",FALSE,FALSE,9,"1010101110111000",2
"16","1010111110101000",FALSE,FALSE,9,"1000111110100000",2
"16","1010111110101000",FALSE,FALSE,9,"1011111110101001",2
"16","1010111110101000",FALSE,FALSE,9,"1000111110100100",3
"16","1010111110101000",FALSE,FALSE,9,"1011101110001000",3
"16","1010111110101000",FALSE,FALSE,9,"0010111010101001",3
"16","1010111110101000",FALSE,FALSE,9,"1000111110100110",4
"16","1010111110101000",FALSE,FALSE,9,"0011111110001001",4
"16","1010111110101000",FALSE,FALSE,9,"1010100110111100",4
"16","1010111110101000",FALSE,FALSE,9,"0100111110100100",5
"16","1010111110101000",FALSE,FALSE,9,"1000011110100110",5
"16","1010111110101000",FALSE,FALSE,9,"0011110110111010",5
"16","1010111110101010",FALSE,FALSE,10,"1010111110100010",1
"16","1010111110101010",FALSE,FALSE,10,"1010111110101011",1
"16","1010111110101010",FALSE,FALSE,10,"1011111110101010",1
"16","1010111110101010",FALSE,FALSE,10,"1010101110111010",2
"16","1010111110101010",FALSE,FALSE,10,"1000111110100010",2
"16","1010111110101010",FALSE,FALSE,10,"1011111110101011",2
"16","1010111110101010",FALSE,FALSE,10,"1000111110100110",3
"16","1010111110101010",FALSE,FALSE,10,"1011101110001010",3
"16","1010111110101010",FALSE,FALSE,10,"0010111010101011",3
"16","1010111110101010",FALSE,FALSE,10,"1000111110100100",4
"16","1010111110101010",FALSE,FALSE,10,"0011111110001011",4
"16","1010111110101010",FALSE,FALSE,10,"1010100110111110",4
"16","1010111110101010",FALSE,FALSE,10,"0100111110100110",5
"16","1010111110101010",FALSE,FALSE,10,"1000011110100100",5
"16","1010111110101010",FALSE,FALSE,10,"0011110110111000",5
"16","1010111110101011",FALSE,FALSE,11,"1010111110100011",1
"16","1010111110101011",FALSE,FALSE,11,"1010111110101010",1
"16","1010111110101011",FALSE,FALSE,11,"1011111110101011",1
"16","1010111110101011",FALSE,FALSE,11,"1010101110111011",2
"16","1010111110101011",FALSE,FALSE,11,"1000111110100011",2
"16","1010111110101011",FALSE,FALSE,11,"1011111110101010",2
"16","1010111110101011",FALSE,FALSE,11,"1000111110100111",3
"16","1010111110101011",FALSE,FALSE,11,"1011101110001011",3
"16","1010111110101011",FALSE,FALSE,11,"0010111010101010",3
"16","1010111110101011",FALSE,FALSE,11,"1000111110100101",4
"16","1010111110101011",FALSE,FALSE,11,"0011111110001010",4
"16","1010111110101011",FALSE,FALSE,11,"1010100110111111",4
"16","1010111110101011",FALSE,FALSE,11,"0100111110100111",5
"16","1010111110101011",FALSE,FALSE,11,"1000011110100101",5
"16","1010111110101011",FALSE,FALSE,11,"0011110110111001",5
"16","1010111110101110",FALSE,FALSE,11,"1010111110100110",1
"16","1010111110101110",FALSE,FALSE,11,"1010111110101111",1
"16","1010111110101110",FALSE,FALSE,11,"1011111110101110",1
"16","1010111110101110",FALSE,FALSE,11,"1010101110111110",2
"16","1010111110101110",FALSE,FALSE,11,"1000111110100110",2
"16","1010111110101110",FALSE,FALSE,11,"1011111110101111",2
"16","1010111110101110",FALSE,FALSE,11,"1000111110100010",3
"16","1010111110101110",FALSE,FALSE,11,"1011101110001110",3
"16","1010111110101110",FALSE,FALSE,11,"0010111010101111",3
"16","1010111110101110",FALSE,FALSE,11,"1000111110100000",4
"16","1010111110101110",FALSE,FALSE,11,"0011111110001111",4
"16","1010111110101110",FALSE,FALSE,11,"1010100110111010",4
"16","1010111110101110",FALSE,FALSE,11,"0100111110100010",5
"16","1010111110101110",FALSE,FALSE,11,"1000011110100000",5
"16","1010111110101110",FALSE,FALSE,11,"0011110110111100",5
"16","1010111110101111",FALSE,FALSE,12,"1010111110100111",1
"16","1010111110101111",FALSE,FALSE,12,"1010111110101110",1
"16","1010111110101111",FALSE,FALSE,12,"1011111110101111",1
"16","1010111110101111",FALSE,FALSE,12,"1010101110111111",2
"16","1010111110101111",FALSE,FALSE,12,"1000111110100111",2
"16","1010111110101111",FALSE,FALSE,12,"1011111110101110",2
"16","1010111110101111",FALSE,FALSE,12,"1000111110100011",3
"16","1010111110101111",FALSE,FALSE,12,"1011101110001111",3
"16","1010111110101111",FALSE,FALSE,12,"0010111010101110",3
"16","1010111110101111",FALSE,FALSE,12,"1000111110100001",4
"16","1010111110101111",FALSE,FALSE,12,"0011111110001110",4
"16","1010111110101111",FALSE,FALSE,12,"1010100110111011",4
"16","1010111110101111",FALSE,FALSE,12,"0100111110100011",5
"16","1010111110101111",FALSE,FALSE,12,"1000011110100001",5
"16","1010111110101111",FALSE,FALSE,12,"0011110110111101",5
"16","1010111110111010",FALSE,FALSE,11,"1010111110110010",1
"16","1010111110111010",FALSE,FALSE,11,"1010111110111011",1
"16","1010111110111010",FALSE,FALSE,11,"1011111110111010",1
"16","1010111110111010",FALSE,FALSE,11,"1010101110101010",2
"16","1010111110111010",FALSE,FALSE,11,"1000111110110010",2
"16","1010111110111010",FALSE,FALSE,11,"1011111110111011",2
"16","1010111110111010",FALSE,FALSE,11,"1000111110110110",3
"16","1010111110111010",FALSE,FALSE,11,"1011101110011010",3
"16","1010111110111010",FALSE,FALSE,11,"0010111010111011",3
"16","1010111110111010",FALSE,FALSE,11,"1000111110110100",4
"16","1010111110111010",FALSE,FALSE,11,"0011111110011011",4
"16","1010111110111010",FALSE,FALSE,11,"1010100110101110",4
"16","1010111110111010",FALSE,FALSE,11,"0100111110110110",5
"16","1010111110111010",FALSE,FALSE,11,"1000011110110100",5
"16","1010111110111010",FALSE,FALSE,11,"0011110110101000",5
"16","1010111110111011",FALSE,FALSE,12,"1010111110110011",1
"16","1010111110111011",FALSE,FALSE,12,"1010111110111010",1
"16","1010111110111011",FALSE,FALSE,12,"1011111110111011",1
"16","1010111110111011",FALSE,FALSE,12,"1010101110101011",2
"16","1010111110111011",FALSE,FALSE,12,"1000111110110011",2
"16","1010111110111011",FALSE,FALSE,12,"1011111110111010",2
"16","1010111110111011",FALSE,FALSE,12,"1000111110110111",3
"16","1010111110111011",FALSE,FALSE,12,"1011101110011011",3
"16","1010111110111011",FALSE,FALSE,12,"0010111010111010",3
"16","1010111110111011",FALSE,FALSE,12,"1000111110110101",4
"16","1010111110111011",FALSE,FALSE,12,"0011111110011010",4
"16","1010111110111011",FALSE,FALSE,12,"1010100110101111",4
"16","1010111110111011",FALSE,FALSE,12,"0100111110110111",5
"16","1010111110111011",FALSE,FALSE,12,"1000011110110101",5
"16","1010111110111011",FALSE,FALSE,12,"0011110110101001",5
"16","1010111110111110",FALSE,FALSE,12,"1010111110110110",1
"16","1010111110111110",FALSE,FALSE,12,"1010111110111111",1
"16","1010111110111110",FALSE,FALSE,12,"1011111110111110",1
"16","1010111110111110",FALSE,FALSE,12,"1000111110110110",2
"16","1010111110111110",FALSE,FALSE,12,"1010111010111111",2
"16","1010111110111110",FALSE,FALSE,12,"1010101110101110",2
"16","1010111110111110",FALSE,FALSE,12,"1000111110110010",3
"16","1010111110111110",FALSE,FALSE,12,"1011101110011110",3
"16","1010111110111110",FALSE,FALSE,12,"0010111010111111",3
"16","1010111110111110",FALSE,FALSE,12,"1000111110110000",4
"16","1010111110111110",FALSE,FALSE,12,"0011111110011111",4
"16","1010111110111110",FALSE,FALSE,12,"1010100110101010",4
"16","1010111110111110",FALSE,FALSE,12,"0100111110110010",5
"16","1010111110111110",FALSE,FALSE,12,"1000011110110000",5
"16","1010111110111110",FALSE,FALSE,12,"0011110110101100",5
"16","1010111111011110",FALSE,FALSE,12,"1010111111010110",1
"16","1010111111011110",FALSE,FALSE,12,"1010111111011111",1
"16","1010111111011110",FALSE,FALSE,12,"1011111111011110",1
"16","1010111111011110",FALSE,FALSE,12,"1000111111010110",2
"16","1010111111011110",FALSE,FALSE,12,"1010111011011111",2
"16","1010111111011110",FALSE,FALSE,12,"1010101111001110",2
"16","1010111111011110",FALSE,FALSE,12,"1000111111010010",3
"16","1010111111011110",FALSE,FALSE,12,"1011101111111110",3
"16","1010111111011110",FALSE,FALSE,12,"0010111011011111",3
"16","1010111111011110",FALSE,FALSE,12,"1000111111010000",4
"16","1010111111011110",FALSE,FALSE,12,"1010100111001010",4
"16","1010111111011110",FALSE,FALSE,12,"1100111111111100",4
"16","1010111111011110",FALSE,FALSE,12,"0100111111010010",5
"16","1010111111011110",FALSE,FALSE,12,"1000011111010000",5
"16","1010111111011110",FALSE,FALSE,12,"0011110111001100",5
"16","1010111111101010",FALSE,FALSE,11,"1010111111100010",1
"16","1010111111101010",FALSE,FALSE,11,"1010111111101011",1
"16","1010111111101010",FALSE,FALSE,11,"1011111111101010",1
"16","1010111111101010",FALSE,FALSE,11,"1010101111111010",2
"16","1010111111101010",FALSE,FALSE,11,"1000111111100010",2
"16","1010111111101010",FALSE,FALSE,11,"1011111111101011",2
"16","1010111111101010",FALSE,FALSE,11,"1000111111100110",3
"16","1010111111101010",FALSE,FALSE,11,"1011101111001010",3
"16","1010111111101010",FALSE,FALSE,11,"0010111011101011",3
"16","1010111111101010",FALSE,FALSE,11,"1000111111100100",4
"16","1010111111101010",FALSE,FALSE,11,"0011111111001011",4
"16","1010111111101010",FALSE,FALSE,11,"1010100111111110",4
"16","1010111111101010",FALSE,FALSE,11,"0100111111100110",5
"16","1010111111101010",FALSE,FALSE,11,"1000011111100100",5
"16","1010111111101010",FALSE,FALSE,11,"0011110111111000",5
"16","1010111111101011",FALSE,FALSE,12,"1010111111100011",1
"16","1010111111101011",FALSE,FALSE,12,"1010111111101010",1
"16","1010111111101011",FALSE,FALSE,12,"1011111111101011",1
"16","1010111111101011",FALSE,FALSE,12,"1010101111111011",2
"16","1010111111101011",FALSE,FALSE,12,"1000111111100011",2
"16","1010111111101011",FALSE,FALSE,12,"1011111111101010",2
"16","1010111111101011",FALSE,FALSE,12,"1000111111100111",3
"16","1010111111101011",FALSE,FALSE,12,"1011101111001011",3
"16","1010111111101011",FALSE,FALSE,12,"0010111011101010",3
"16","1010111111101011",FALSE,FALSE,12,"1000111111100101",4
"16","1010111111101011",FALSE,FALSE,12,"0011111111001010",4
"16","1010111111101011",FALSE,FALSE,12,"1010100111111111",4
"16","1010111111101011",FALSE,FALSE,12,"0100111111100111",5
"16","1010111111101011",FALSE,FALSE,12,"1000011111100101",5
"16","1010111111101011",FALSE,FALSE,12,"0011110111111001",5
"16","1010111111101110",FALSE,FALSE,12,"1010111111100110",1
"16","1010111111101110",FALSE,FALSE,12,"1010111111101111",1
"16","1010111111101110",FALSE,FALSE,12,"1011111111101110",1
"16","1010111111101110",FALSE,FALSE,12,"1000111111100110",2
"16","1010111111101110",FALSE,FALSE,12,"1010111011101111",2
"16","1010111111101110",FALSE,FALSE,12,"1010101111111110",2
"16","1010111111101110",FALSE,FALSE,12,"1000111111100010",3
"16","1010111111101110",FALSE,FALSE,12,"1011101111001110",3
"16","1010111111101110",FALSE,FALSE,12,"0010111011101111",3
"16","1010111111101110",FALSE,FALSE,12,"1000111111100000",4
"16","1010111111101110",FALSE,FALSE,12,"0011111111001111",4
"16","1010111111101110",FALSE,FALSE,12,"1010100111111010",4
"16","1010111111101110",FALSE,FALSE,12,"0100111111100010",5
"16","1010111111101110",FALSE,FALSE,12,"1000011111100000",5
"16","1010111111101110",FALSE,FALSE,12,"0011110111111100",5
"16","1010111111111010",FALSE,FALSE,12,"1010111111110010",1
"16","1010111111111010",FALSE,FALSE,12,"1010111111111011",1
"16","1010111111111010",FALSE,FALSE,12,"1011111111111010",1
"16","1010111111111010",FALSE,FALSE,12,"1000111111110010",2
"16","1010111111111010",FALSE,FALSE,12,"1010111011111011",2
"16","1010111111111010",FALSE,FALSE,12,"1010101111101010",2
"16","1010111111111010",FALSE,FALSE,12,"1000111111110110",3
"16","1010111111111010",FALSE,FALSE,12,"1011101111011010",3
"16","1010111111111010",FALSE,FALSE,12,"0010111011111011",3
"16","1010111111111010",FALSE,FALSE,12,"1000111111110100",4
"16","1010111111111010",FALSE,FALSE,12,"0011111111011011",4
"16","1010111111111010",FALSE,FALSE,12,"1010100111101110",4
"16","1010111111111010",FALSE,FALSE,12,"0100111111110110",5
"16","1010111111111010",FALSE,FALSE,12,"1000011111110100",5
"16","1010111111111010",FALSE,FALSE,12,"0011110111101000",5
"16","1011001110000011",FALSE,FALSE,8,"1011001110001011",1
"16","1011001110000011",FALSE,FALSE,8,"1011001110000010",1
"16","1011001110000011",FALSE,FALSE,8,"1010001110000011",1
"16","1011001110000011",FALSE,FALSE,8,"1011011110010011",2
"16","1011001110000011",FALSE,FALSE,8,"1001001110001011",2
"16","1011001110000011",FALSE,FALSE,8,"1010001110000010",2
"16","1011001110000011",FALSE,FALSE,8,"1001001110001111",3
"16","1011001110000011",FALSE,FALSE,8,"1010011110100011",3
"16","1011001110000011",FALSE,FALSE,8,"0011001010000010",3
"16","1011001110000011",FALSE,FALSE,8,"1001001110001101",4
"16","1011001110000011",FALSE,FALSE,8,"0010001110100010",4
"16","1011001110000011",FALSE,FALSE,8,"1011010110010111",4
"16","1011001110000011",FALSE,FALSE,8,"0101001110001111",5
"16","1011001110000011",FALSE,FALSE,8,"1001101110001101",5
"16","1011001110000011",FALSE,FALSE,8,"0010000110010001",5
"16","1011001110110011",FALSE,FALSE,10,"1011001110111011",1
"16","1011001110110011",FALSE,FALSE,10,"1011001110110010",1
"16","1011001110110011",FALSE,FALSE,10,"1010001110110011",1
"16","1011001110110011",FALSE,FALSE,10,"1011011110100011",2
"16","1011001110110011",FALSE,FALSE,10,"1001001110111011",2
"16","1011001110110011",FALSE,FALSE,10,"1010001110110010",2
"16","1011001110110011",FALSE,FALSE,10,"1001001110111111",3
"16","1011001110110011",FALSE,FALSE,10,"1010011110010011",3
"16","1011001110110011",FALSE,FALSE,10,"0011001010110010",3
"16","1011001110110011",FALSE,FALSE,10,"1001001110111101",4
"16","1011001110110011",FALSE,FALSE,10,"0010001110010010",4
"16","1011001110110011",FALSE,FALSE,10,"1011010110100111",4
